,Corporeality,Sliminess,Intellect,Hostility,Grotesqueness,Exorcist Hired,Cost of Exorcism (sp)
560,21,30,19,27,31,Wraith Wranglers,3701
561,24,16,50,21,16,Mundanifying Mystics,2757
562,24,43,86,90,58,Mundanifying Mystics,3201
563,52,70,59,83,76,Mundanifying Mystics,3259
564,73,70,92,80,55,Spectre Slayers,4570
565,58,49,82,87,30,Spectre Slayers,7627
566,40,67,26,19,51,Mundanifying Mystics,2611
567,61,35,56,44,49,Phantom Pummelers,2875
568,62,60,80,78,76,Demon Destroyers,6163
569,62,78,55,80,65,Entity Eliminators,3941
570,49,61,33,51,18,Entity Eliminators,2566
571,29,26,41,11,32,Spectre Slayers,3065
572,21,23,62,27,25,Mundanifying Mystics,3898
573,31,60,21,35,19,Wraith Wranglers,2675
574,65,85,74,73,75,Phantom Pummelers,4143
575,19,32,30,44,40,Entity Eliminators,2345
576,88,44,35,60,49,Demon Destroyers,3989
577,28,19,37,20,49,Entity Eliminators,3026
578,44,84,93,87,47,Mundanifying Mystics,2197
579,30,26,16,11,18,Entity Eliminators,1893
580,68,80,81,91,61,Demon Destroyers,4835
581,76,69,72,74,58,Mundanifying Mystics,3688
582,37,42,64,76,31,Phantom Pummelers,2490
583,20,10,13,32,34,Phantom Pummelers,1222
584,70,36,70,24,82,Mundanifying Mystics,1752
585,65,69,74,68,58,Phantom Pummelers,4771
586,41,78,73,74,68,Spectre Slayers,6692
587,82,79,80,86,56,Phantom Pummelers,3132
588,28,13,66,7,33,Entity Eliminators,1076
589,63,61,73,77,59,Phantom Pummelers,5653
590,57,75,82,34,75,Mundanifying Mystics,2939
591,33,20,37,16,36,Demon Destroyers,2043
592,83,61,77,51,45,Demon Destroyers,2478
593,38,15,27,13,17,Demon Destroyers,1669
594,45,46,4,23,42,Demon Destroyers,3232
595,32,30,22,12,14,Mundanifying Mystics,2908
596,55,64,80,87,70,Mundanifying Mystics,1955
597,41,27,31,57,31,Spectre Slayers,2126
598,33,18,27,26,13,Demon Destroyers,1369
599,34,19,47,13,17,Wraith Wranglers,1858
600,25,38,30,49,16,Mundanifying Mystics,4599
601,50,16,43,7,52,Phantom Pummelers,1977
602,33,27,73,52,15,Spectre Slayers,4108
603,79,64,75,77,74,Mundanifying Mystics,3189
604,41,41,19,48,36,Entity Eliminators,2285
605,40,18,43,27,45,Wraith Wranglers,1675
606,62,69,23,54,32,Mundanifying Mystics,3238
607,56,81,89,75,75,Demon Destroyers,5618
608,22,14,47,29,19,Demon Destroyers,1519
609,62,67,56,66,70,Spectre Slayers,3253
610,50,75,89,21,62,Entity Eliminators,5487
611,52,57,86,83,76,Spectre Slayers,6726
612,19,21,34,54,23,Demon Destroyers,1505
613,46,41,77,69,59,Mundanifying Mystics,3204
614,29,23,13,21,33,Mundanifying Mystics,2950
615,70,49,80,79,58,Spectre Slayers,5621
616,36,21,5,18,26,Phantom Pummelers,2223
617,45,43,77,60,69,Phantom Pummelers,3430
618,23,23,8,19,15,Phantom Pummelers,1692
619,45,70,48,78,64,Demon Destroyers,4354
620,44,55,37,60,39,Phantom Pummelers,4062
621,25,46,22,43,18,Demon Destroyers,1750
622,79,90,23,94,31,Mundanifying Mystics,2459
623,75,77,74,44,59,Demon Destroyers,2732
624,54,33,48,14,27,Mundanifying Mystics,3716
625,23,30,28,30,15,Demon Destroyers,1075
626,67,83,93,82,80,Demon Destroyers,4455
627,37,50,42,68,78,Phantom Pummelers,3854
628,82,41,83,48,73,Demon Destroyers,4361
629,17,21,28,14,37,Entity Eliminators,2371
630,57,58,84,38,60,Entity Eliminators,4552
631,18,14,12,44,16,Phantom Pummelers,1786
632,45,41,26,13,58,Mundanifying Mystics,4243
633,73,79,56,37,57,Entity Eliminators,6369
634,57,16,24,42,28,Mundanifying Mystics,4409
635,19,20,34,33,24,Phantom Pummelers,2070
636,57,55,71,84,67,Spectre Slayers,6266
637,46,26,24,4,19,Phantom Pummelers,1476
638,39,38,3,47,46,Wraith Wranglers,3292
639,76,82,77,90,77,Demon Destroyers,6754
640,61,19,31,20,25,Mundanifying Mystics,2316
641,64,72,57,75,69,Phantom Pummelers,3761
642,35,34,24,26,25,Mundanifying Mystics,3508
643,13,18,40,38,10,Demon Destroyers,1339
644,52,28,24,40,30,Mundanifying Mystics,4868
645,43,48,55,87,62,Demon Destroyers,3445
646,69,77,56,56,76,Mundanifying Mystics,3008
647,75,72,86,69,75,Entity Eliminators,3919
648,57,47,60,59,76,Entity Eliminators,3396
649,38,20,16,30,58,Mundanifying Mystics,4051
650,25,24,19,19,61,Entity Eliminators,1581
651,39,37,60,29,60,Entity Eliminators,3759
652,44,20,8,23,23,Mundanifying Mystics,3297
653,25,45,17,8,41,Demon Destroyers,2197
654,80,28,14,83,62,Phantom Pummelers,2803
655,46,22,19,29,25,Mundanifying Mystics,3301
656,15,31,46,64,67,Mundanifying Mystics,2632
657,14,51,16,45,35,Mundanifying Mystics,3187
658,43,69,71,28,21,Demon Destroyers,1556
659,39,28,71,63,62,Spectre Slayers,4213
660,20,23,59,58,41,Phantom Pummelers,1364
661,57,65,81,68,57,Mundanifying Mystics,2289
662,58,22,29,22,39,Mundanifying Mystics,3342
663,21,46,2,33,15,Phantom Pummelers,1688
664,48,39,38,17,58,Demon Destroyers,4800
665,87,72,67,96,58,Mundanifying Mystics,2988
666,24,25,34,21,19,Phantom Pummelers,1703
667,33,40,18,6,19,Demon Destroyers,938
668,75,83,81,71,55,Demon Destroyers,4404
669,51,32,42,43,41,Phantom Pummelers,3104
670,62,63,61,77,79,Spectre Slayers,4141
671,16,27,28,34,16,Mundanifying Mystics,3655
672,34,21,20,35,12,Spectre Slayers,1786
673,74,79,81,77,92,Wraith Wranglers,7029
674,67,83,72,79,51,Demon Destroyers,2997
675,56,68,62,69,76,Spectre Slayers,5047
676,49,47,62,81,55,Demon Destroyers,4157
677,82,85,75,79,50,Mundanifying Mystics,1750
678,61,41,56,41,72,Mundanifying Mystics,2766
679,57,58,27,72,38,Mundanifying Mystics,3605
680,52,24,37,61,81,Mundanifying Mystics,2769
681,56,47,85,77,79,Entity Eliminators,4746
682,25,28,30,57,30,Mundanifying Mystics,3407
683,12,14,16,82,18,Entity Eliminators,1092
684,26,25,13,6,15,Wraith Wranglers,1514
685,70,89,74,71,61,Demon Destroyers,5209
686,33,26,23,25,24,Entity Eliminators,1832
687,49,18,31,76,36,Mundanifying Mystics,2829
688,64,75,49,84,70,Demon Destroyers,5396
689,39,42,52,36,24,Phantom Pummelers,3089
690,66,68,82,55,47,Entity Eliminators,7250
691,44,40,30,44,66,Entity Eliminators,3942
692,65,61,79,58,35,Demon Destroyers,2833
693,75,67,77,81,72,Mundanifying Mystics,2574
694,32,41,36,30,31,Wraith Wranglers,3269
695,50,44,15,69,31,Spectre Slayers,2153
696,37,15,15,65,32,Entity Eliminators,2193
697,36,22,36,38,27,Entity Eliminators,2799
698,22,14,12,22,11,Mundanifying Mystics,4534
699,52,46,61,70,79,Demon Destroyers,5776
700,82,69,72,57,69,Mundanifying Mystics,3441
701,33,53,17,39,58,Entity Eliminators,3030
702,68,63,83,82,83,Phantom Pummelers,4016
703,35,31,15,4,12,Demon Destroyers,1440
704,76,72,73,82,50,Phantom Pummelers,5930
705,26,9,19,24,24,Mundanifying Mystics,3038
706,50,80,21,44,56,Demon Destroyers,3884
707,73,84,72,66,58,Demon Destroyers,4085
708,13,36,20,19,45,Demon Destroyers,2408
709,66,66,74,77,77,Entity Eliminators,3686
710,71,84,93,71,66,Spectre Slayers,6698
711,27,29,32,18,22,Phantom Pummelers,2854
712,23,10,18,46,23,Entity Eliminators,2088
713,32,11,26,36,53,Wraith Wranglers,3238
714,19,30,20,21,36,Wraith Wranglers,3899
715,54,39,20,22,28,Phantom Pummelers,2470
716,73,54,66,76,73,Demon Destroyers,4645
717,50,20,55,56,37,Spectre Slayers,5083
718,15,23,36,14,12,Demon Destroyers,1225
719,72,47,76,14,47,Spectre Slayers,6398
720,39,33,16,57,34,Wraith Wranglers,2654
721,61,61,82,86,74,Phantom Pummelers,3246
722,69,70,83,73,92,Phantom Pummelers,3961
723,55,39,28,26,53,Phantom Pummelers,2401
724,54,40,76,39,66,Mundanifying Mystics,2524
725,65,76,72,46,69,Mundanifying Mystics,1886
726,41,79,65,72,77,Phantom Pummelers,5981
727,82,34,73,34,46,Entity Eliminators,7279
728,56,15,37,15,22,Demon Destroyers,1359
729,65,48,46,23,15,Spectre Slayers,2528
730,53,54,52,79,61,Demon Destroyers,2593
731,38,14,18,9,13,Phantom Pummelers,1955
732,50,77,35,50,84,Demon Destroyers,4818
733,25,34,10,54,16,Demon Destroyers,939
734,63,37,81,75,72,Demon Destroyers,3850
735,32,13,33,49,29,Phantom Pummelers,1096
736,54,53,67,85,69,Mundanifying Mystics,2600
737,75,67,76,70,74,Phantom Pummelers,3765
738,71,35,64,87,24,Demon Destroyers,1830
739,21,16,14,31,18,Phantom Pummelers,1930
740,29,55,40,39,26,Phantom Pummelers,3040
741,74,74,77,76,76,Mundanifying Mystics,2112
742,36,28,45,31,27,Spectre Slayers,3750
743,18,17,8,50,27,Phantom Pummelers,1451
744,29,38,42,71,31,Phantom Pummelers,3257
745,76,78,79,74,90,Phantom Pummelers,6577
746,72,23,21,47,55,Phantom Pummelers,2035
747,54,87,80,62,72,Entity Eliminators,5848
748,40,51,56,86,46,Demon Destroyers,3292
749,19,23,42,33,13,Entity Eliminators,2560
750,44,70,64,77,68,Mundanifying Mystics,2834
751,71,77,72,93,76,Entity Eliminators,4873
752,16,21,5,52,38,Demon Destroyers,3295
753,52,33,55,47,22,Entity Eliminators,1158
754,33,75,22,6,62,Entity Eliminators,2588
755,48,30,15,23,28,Entity Eliminators,1609
756,22,62,10,83,28,Mundanifying Mystics,3460
757,16,45,45,67,15,Phantom Pummelers,2667
758,44,60,12,56,36,Demon Destroyers,1683
759,75,51,96,80,79,Wraith Wranglers,5440
760,38,34,44,42,28,Spectre Slayers,3400
761,76,71,67,57,72,Spectre Slayers,6630
762,62,51,35,16,51,Wraith Wranglers,1080
763,46,62,42,67,72,Entity Eliminators,5764
764,13,49,11,34,53,Mundanifying Mystics,4163
765,42,26,14,32,49,Phantom Pummelers,2347
766,23,13,15,23,25,Demon Destroyers,1076
767,84,64,72,80,47,Wraith Wranglers,5323
768,17,13,9,34,13,Phantom Pummelers,1259
769,56,75,57,78,68,Mundanifying Mystics,3776
770,10,37,55,36,46,Mundanifying Mystics,2658
771,71,49,59,51,58,Mundanifying Mystics,3327
772,31,17,27,61,17,Entity Eliminators,2540
773,41,32,11,7,18,Phantom Pummelers,2422
774,52,53,76,88,86,Entity Eliminators,4649
775,25,25,20,24,13,Demon Destroyers,1372
776,47,29,20,24,17,Phantom Pummelers,2017
777,72,71,38,75,72,Mundanifying Mystics,1858
778,79,71,63,85,74,Wraith Wranglers,5702
779,60,57,67,27,45,Mundanifying Mystics,3033
780,81,56,72,54,76,Mundanifying Mystics,1991
781,44,31,13,80,84,Entity Eliminators,942
782,14,16,45,26,33,Demon Destroyers,1401
783,54,33,35,64,26,Wraith Wranglers,5481
784,54,68,83,76,69,Entity Eliminators,2974
785,12,9,25,56,30,Entity Eliminators,2965
786,25,30,21,32,20,Demon Destroyers,1638
787,18,59,86,30,10,Wraith Wranglers,3611
788,46,31,7,19,49,Mundanifying Mystics,3663
789,75,50,71,70,88,Entity Eliminators,6723
790,46,80,78,85,69,Phantom Pummelers,2773
791,45,38,26,11,25,Mundanifying Mystics,3463
792,68,50,26,36,41,Wraith Wranglers,3027
793,72,67,58,54,78,Demon Destroyers,3964
794,21,31,21,35,24,Phantom Pummelers,2515
795,52,64,89,82,82,Spectre Slayers,6100
796,16,17,20,22,33,Phantom Pummelers,2307
797,13,34,45,35,23,Mundanifying Mystics,3264
798,53,64,75,12,32,Demon Destroyers,1827
799,53,52,32,49,58,Entity Eliminators,3511
800,38,31,11,33,26,Mundanifying Mystics,2108
801,55,46,63,59,31,Entity Eliminators,3469
802,72,62,71,86,82,Demon Destroyers,5235
803,36,33,34,52,29,Entity Eliminators,1272
804,48,73,48,85,54,Wraith Wranglers,6013
805,16,43,47,15,37,Mundanifying Mystics,3863
806,73,45,46,86,80,Demon Destroyers,3913
807,73,72,56,70,64,Demon Destroyers,4323
808,58,56,41,85,91,Entity Eliminators,4031
809,41,24,70,41,26,Demon Destroyers,2169
810,32,70,18,55,42,Mundanifying Mystics,4283
811,60,70,66,43,50,Entity Eliminators,1720
812,69,69,54,84,71,Demon Destroyers,3683
813,42,44,14,33,41,Wraith Wranglers,2805
814,37,44,28,28,33,Mundanifying Mystics,3226
815,20,33,55,65,82,Entity Eliminators,3256
816,72,78,84,92,68,Phantom Pummelers,3928
817,12,25,24,23,19,Mundanifying Mystics,3996
818,73,71,47,71,38,Mundanifying Mystics,2942
819,62,68,39,65,79,Mundanifying Mystics,3619
820,67,65,62,87,67,Mundanifying Mystics,2432
821,71,84,76,70,77,Phantom Pummelers,6548
822,34,17,27,9,25,Entity Eliminators,2951
823,75,51,78,84,93,Wraith Wranglers,4112
824,54,59,53,88,72,Demon Destroyers,3845
825,44,74,59,55,72,Phantom Pummelers,3908
826,68,57,14,27,57,Entity Eliminators,3052
827,22,18,8,30,12,Spectre Slayers,1447
828,78,75,21,30,35,Spectre Slayers,3489
829,29,35,34,30,53,Demon Destroyers,3309
830,40,22,23,22,21,Spectre Slayers,2152
831,47,56,72,94,85,Spectre Slayers,5016
832,57,79,59,88,84,Demon Destroyers,5789
833,43,26,48,43,19,Spectre Slayers,3693
834,56,17,12,9,32,Demon Destroyers,1514
835,77,44,60,84,70,Demon Destroyers,4891
836,67,45,31,84,43,Spectre Slayers,1459
837,58,73,32,46,67,Demon Destroyers,4489
838,57,46,78,31,50,Wraith Wranglers,3508
839,58,59,67,53,62,Spectre Slayers,4119
840,42,22,8,7,28,Demon Destroyers,1761
841,48,20,22,43,36,Phantom Pummelers,1457
842,43,76,93,70,74,Demon Destroyers,5089
843,50,57,79,48,59,Wraith Wranglers,5248
844,26,41,23,29,11,Mundanifying Mystics,3414
845,63,36,11,34,25,Wraith Wranglers,1450
846,34,86,82,87,74,Spectre Slayers,4632
847,82,76,70,51,76,Spectre Slayers,5715
848,68,62,91,17,42,Mundanifying Mystics,3850
849,35,13,6,10,13,Entity Eliminators,3353
850,29,67,19,17,18,Mundanifying Mystics,3174
851,35,50,38,52,72,Wraith Wranglers,4093
852,15,6,30,6,6,Entity Eliminators,1105
853,66,85,67,26,40,Wraith Wranglers,3104
854,71,75,88,70,82,Phantom Pummelers,4759
855,33,49,54,8,14,Demon Destroyers,1259
856,41,57,36,18,27,Wraith Wranglers,1905
857,64,73,76,85,72,Wraith Wranglers,4452
858,61,34,19,20,25,Spectre Slayers,2227
859,82,53,46,22,63,Demon Destroyers,2844
860,30,21,26,37,20,Entity Eliminators,1922
861,71,38,73,47,54,Demon Destroyers,4590
862,78,80,79,86,82,Phantom Pummelers,3852
863,35,45,38,15,22,Entity Eliminators,2422
864,49,79,61,22,69,Wraith Wranglers,3805
865,70,67,47,90,81,Mundanifying Mystics,2603
866,49,45,70,77,77,Demon Destroyers,4620
867,71,71,84,79,57,Spectre Slayers,5153
868,31,18,16,23,27,Demon Destroyers,2138
869,55,61,20,67,71,Wraith Wranglers,3558
870,51,16,48,51,32,Mundanifying Mystics,4051
871,36,61,13,27,29,Mundanifying Mystics,3853
872,26,54,38,77,42,Entity Eliminators,2129
873,82,85,69,59,52,Wraith Wranglers,5672
874,54,38,70,88,36,Demon Destroyers,4306
875,58,23,58,52,73,Entity Eliminators,2243
876,63,74,54,62,65,Phantom Pummelers,6220
877,26,17,10,35,14,Entity Eliminators,2343
878,63,75,36,12,13,Wraith Wranglers,2017
879,24,36,10,31,18,Demon Destroyers,1370
880,34,42,37,66,25,Demon Destroyers,1486
881,47,21,10,19,30,Demon Destroyers,2710
882,70,64,85,83,67,Mundanifying Mystics,3364
883,47,21,51,42,33,Demon Destroyers,3109
884,30,17,28,31,12,Phantom Pummelers,1598
885,69,50,44,43,77,Wraith Wranglers,4509
886,48,27,42,14,15,Wraith Wranglers,1261
887,71,69,72,89,84,Wraith Wranglers,5951
888,40,32,59,70,65,Phantom Pummelers,2340
889,29,37,22,60,26,Wraith Wranglers,3439
890,30,22,23,21,12,Mundanifying Mystics,3779
891,49,25,78,27,59,Wraith Wranglers,3199
892,70,77,83,85,80,Mundanifying Mystics,3175
893,64,78,89,69,80,Mundanifying Mystics,3156
894,75,77,48,58,83,Entity Eliminators,5108
895,25,25,3,27,21,Demon Destroyers,1491
896,49,69,44,90,71,Entity Eliminators,3656
897,34,17,8,7,27,Mundanifying Mystics,3477
898,48,22,29,25,36,Phantom Pummelers,2139
899,72,80,31,47,86,Wraith Wranglers,4409
900,18,31,45,25,24,Mundanifying Mystics,3064
901,49,30,9,35,29,Mundanifying Mystics,3249
902,64,76,60,77,69,Demon Destroyers,5371
903,52,40,24,12,26,Mundanifying Mystics,2793
904,49,25,31,37,23,Wraith Wranglers,3318
905,17,36,14,50,40,Wraith Wranglers,4318
906,82,79,59,86,92,Demon Destroyers,4361
907,67,53,54,13,73,Wraith Wranglers,2893
908,36,66,76,78,73,Entity Eliminators,4114
909,61,45,64,67,72,Spectre Slayers,5733
910,21,14,23,10,35,Demon Destroyers,2673
911,55,26,30,52,35,Entity Eliminators,2688
912,79,61,72,37,78,Wraith Wranglers,5583
913,83,72,45,80,74,Spectre Slayers,2058
914,70,68,85,82,44,Entity Eliminators,5296
915,38,57,49,27,26,Phantom Pummelers,3240
916,79,76,48,46,83,Phantom Pummelers,2690
917,55,39,17,66,38,Wraith Wranglers,3990
918,86,74,36,22,61,Demon Destroyers,2025
919,69,66,74,94,59,Mundanifying Mystics,3429
920,45,16,35,13,19,Wraith Wranglers,1354
921,48,62,88,74,41,Demon Destroyers,4205
922,17,51,14,41,23,Demon Destroyers,2018
923,62,64,67,36,67,Mundanifying Mystics,2454
924,27,50,20,44,53,Spectre Slayers,1819
925,23,50,22,22,34,Demon Destroyers,1618
926,47,74,22,78,89,Demon Destroyers,4740
927,73,30,33,6,38,Mundanifying Mystics,1969
928,59,76,48,76,66,Entity Eliminators,3244
929,71,52,81,77,64,Mundanifying Mystics,1992
930,76,73,75,84,79,Demon Destroyers,4312
931,54,25,18,15,19,Mundanifying Mystics,3849
932,67,80,77,83,58,Mundanifying Mystics,2675
933,45,61,96,89,58,Entity Eliminators,5211
934,45,16,29,41,26,Phantom Pummelers,2002
935,76,69,80,65,86,Mundanifying Mystics,3317
936,75,50,73,89,88,Phantom Pummelers,3468
937,51,67,77,84,81,Spectre Slayers,4065
938,65,61,46,71,77,Mundanifying Mystics,2130
939,49,35,6,26,36,Demon Destroyers,1794
940,77,90,78,52,77,Mundanifying Mystics,2531
941,52,61,51,70,58,Mundanifying Mystics,2429
942,72,70,80,36,65,Phantom Pummelers,4001
943,39,78,35,54,23,Phantom Pummelers,4800
944,20,13,6,34,22,Demon Destroyers,2702
945,66,64,51,53,78,Demon Destroyers,4412
946,17,37,39,7,12,Demon Destroyers,860
947,13,20,51,32,18,Spectre Slayers,3108
948,67,19,78,43,69,Demon Destroyers,3549
949,33,13,32,58,29,Mundanifying Mystics,3144
950,66,43,66,36,44,Entity Eliminators,3362
951,87,82,83,72,68,Demon Destroyers,3318
952,21,33,8,31,9,Wraith Wranglers,2220
953,60,47,43,83,77,Wraith Wranglers,4672
954,59,39,29,16,33,Entity Eliminators,1189
955,18,36,19,19,17,Demon Destroyers,1692
956,53,71,44,27,18,Mundanifying Mystics,3043
957,38,29,30,61,44,Mundanifying Mystics,4161
958,63,72,53,83,86,Demon Destroyers,6788
959,77,62,61,93,38,Wraith Wranglers,3629
960,19,43,28,32,40,Demon Destroyers,3415
961,58,73,75,57,74,Phantom Pummelers,4785
962,76,61,84,60,51,Demon Destroyers,4968
963,33,39,36,25,27,Wraith Wranglers,2802
964,13,70,24,25,58,Demon Destroyers,3091
965,77,82,73,74,64,Phantom Pummelers,5888
966,27,25,64,12,21,Demon Destroyers,1225
967,56,65,47,94,68,Phantom Pummelers,4104
968,13,22,24,55,44,Mundanifying Mystics,3686
969,15,23,72,23,18,Entity Eliminators,1315
970,80,60,76,63,66,Entity Eliminators,4438
971,63,76,74,59,46,Wraith Wranglers,4631
972,51,63,76,81,84,Wraith Wranglers,5982
973,71,82,76,96,62,Entity Eliminators,2654
974,67,79,40,83,39,Spectre Slayers,3377
975,76,81,69,41,53,Mundanifying Mystics,3547
976,29,19,11,26,60,Entity Eliminators,1836
977,80,73,59,76,62,Wraith Wranglers,4916
978,74,76,59,57,78,Mundanifying Mystics,3413
979,31,22,65,11,25,Phantom Pummelers,1896
980,52,40,41,87,50,Demon Destroyers,3506
981,52,46,15,21,43,Entity Eliminators,1856
982,71,80,81,75,44,Wraith Wranglers,6468
983,78,56,46,86,78,Entity Eliminators,3629
984,57,52,78,79,70,Spectre Slayers,5292
985,41,25,58,73,48,Entity Eliminators,5141
986,32,26,32,35,23,Demon Destroyers,1889
987,42,81,48,64,73,Wraith Wranglers,5461
988,42,37,36,74,32,Phantom Pummelers,2463
989,15,23,36,34,19,Demon Destroyers,1511
990,64,79,76,63,67,Wraith Wranglers,5401
991,24,56,53,30,21,Demon Destroyers,1774
992,22,12,24,37,33,Entity Eliminators,1851
993,49,31,62,47,34,Phantom Pummelers,1443
994,21,28,35,67,26,Phantom Pummelers,1729
995,46,23,44,42,33,Wraith Wranglers,3320
996,40,20,3,33,33,Entity Eliminators,2052
997,71,62,77,27,66,Phantom Pummelers,4675
998,45,51,86,70,81,Phantom Pummelers,3430
999,70,68,86,85,83,Demon Destroyers,4972
1000,73,63,59,42,53,Wraith Wranglers,6352
1001,81,84,61,95,72,Spectre Slayers,3482
1002,19,30,20,17,14,Mundanifying Mystics,5119
1003,79,88,51,79,75,Mundanifying Mystics,1771
1004,44,34,77,70,78,Entity Eliminators,3050
1005,67,73,56,81,69,Demon Destroyers,5438
1006,43,61,54,81,75,Spectre Slayers,3162
1007,21,50,73,6,17,Demon Destroyers,1832
1008,73,62,84,86,28,Mundanifying Mystics,1943
1009,36,12,46,58,34,Demon Destroyers,2769
1010,13,13,17,34,33,Entity Eliminators,2055
1011,40,35,79,58,43,Mundanifying Mystics,3573
1012,80,53,48,93,76,Wraith Wranglers,6011
1013,74,59,80,86,80,Mundanifying Mystics,2076
1014,28,28,6,34,38,Entity Eliminators,1639
1015,40,72,83,59,53,Entity Eliminators,4680
1016,17,8,18,15,35,Entity Eliminators,1653
1017,33,59,95,78,72,Phantom Pummelers,3992
1018,61,70,80,74,82,Demon Destroyers,4138
1019,32,31,53,56,49,Demon Destroyers,3977
1020,57,19,16,36,38,Wraith Wranglers,4491
1021,51,24,56,17,68,Demon Destroyers,4054
1022,25,32,24,28,45,Entity Eliminators,1538
1023,40,17,19,20,32,Mundanifying Mystics,4014
1024,44,12,23,20,48,Demon Destroyers,2752
1025,34,16,18,12,24,Demon Destroyers,1835
1026,17,8,32,11,35,Mundanifying Mystics,5337
1027,80,67,51,76,70,Entity Eliminators,7109
1028,44,78,88,56,52,Phantom Pummelers,3280
1029,8,15,10,56,59,Mundanifying Mystics,3944
1030,30,14,46,18,43,Entity Eliminators,1295
1031,63,78,88,53,68,Entity Eliminators,2972
1032,61,60,78,49,68,Demon Destroyers,2721
1033,39,67,74,66,77,Mundanifying Mystics,3285
1034,49,19,24,41,67,Demon Destroyers,5006
1035,68,58,84,46,68,Mundanifying Mystics,2987
1036,22,11,21,20,16,Mundanifying Mystics,3245
1037,60,71,88,57,76,Phantom Pummelers,3541
1038,29,53,39,21,16,Entity Eliminators,2841
1039,90,63,71,65,38,Phantom Pummelers,3961
1040,70,58,57,27,31,Phantom Pummelers,3529
1041,28,24,21,74,10,Spectre Slayers,2365
1042,61,81,72,55,29,Phantom Pummelers,3399
1043,19,47,27,26,14,Demon Destroyers,1823
1044,67,18,55,83,30,Spectre Slayers,2595
1045,45,31,27,54,69,Demon Destroyers,4418
1046,60,36,12,11,31,Entity Eliminators,2922
1047,64,64,66,86,76,Phantom Pummelers,4127
1048,69,41,46,83,28,Demon Destroyers,2521
1049,64,72,34,44,59,Phantom Pummelers,3046
1050,22,24,18,61,48,Mundanifying Mystics,3228
1051,48,63,57,65,25,Mundanifying Mystics,2725
1052,76,57,30,22,65,Entity Eliminators,1676
1053,62,60,74,84,53,Mundanifying Mystics,3844
1054,70,65,65,77,74,Mundanifying Mystics,3683
1055,61,81,46,85,90,Spectre Slayers,2797
1056,73,51,56,81,81,Demon Destroyers,4908
1057,35,34,50,37,40,Entity Eliminators,2314
1058,36,16,30,36,59,Mundanifying Mystics,2928
1059,76,50,89,61,68,Phantom Pummelers,3740
1060,59,51,60,14,16,Demon Destroyers,646
1061,45,40,62,73,66,Spectre Slayers,3596
1062,18,32,5,65,29,Mundanifying Mystics,3387
1063,28,42,11,64,35,Demon Destroyers,2987
